Main Part or Subsection?,Number of part or subsection,Full Line of Result,Link to Result
Subsection,77.5,"  Deduction of allowances to offset excess emissions 
of sulfur dioxide",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.18.77&r=PART&ty=HTML#se40.18.77_15
Subsection,77.6,"  Penalties for excess emissions of sulfur dioxide and 
nitrogen oxides",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.18.77&r=PART&ty=HTML#se40.18.77_16
Subsection,79.61,  Vehicle emissions inhalation exposure guideline,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.18.79&r=PART&ty=HTML#se40.18.79_161
Subsection,80.42,  Simple emissions model,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.19.80&r=PART&ty=HTML#se40.19.80_142
Subsection,80.45,  Complex emissions model,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.19.80&r=PART&ty=HTML#se40.19.80_145
Subsection,80.48,"  Augmentation of the complex emission model by vehicle
testing",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.19.80&r=PART&ty=HTML#se40.19.80_148
Subsection,80.49,"  Fuels to be used in augmenting the complex emission model
through vehicle testing",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.19.80&r=PART&ty=HTML#se40.19.80_149
Subsection,80.50,"  General test procedure requirements for augmentation
of the emission models",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.19.80&r=PART&ty=HTML#se40.19.80_150
Subsection,80.60,  Test fleet requirements for exhaust emission testing,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.19.80&r=PART&ty=HTML#se40.19.80_160
Subsection,80.90,  Conventional gasoline baseline emissions determination,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.19.80&r=PART&ty=HTML#se40.19.80_190
Part,86,CONTROL OF EMISSIONS FROM NEW AND IN,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.21.86&r=PART&ty=HTML
Subsection,85.1510,"  Maintenance instructions, warranties, emission labeling 
and fuel economy requirements",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.21.85&r=PART&ty=HTML#se40.21.85_11510
Subsection,85.1904,  Voluntary emissions recall report,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.21.85&r=PART&ty=HTML#se40.21.85_11904
Subsection,86.1360,  Supplemental emission test,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.21.86&r=PART&ty=HTML#se40.21.86_11360
Subsection,86.1372,  Measuring smoke emissions within the NTE zone,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.21.86&r=PART&ty=HTML#se40.21.86_11372
Part,89,CONTROL OF EMISSIONS FROM NEW AND IN,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.89&r=PART&ty=HTML
Part,90,CONTROL OF EMISSIONS FROM NONROAD SPARK,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.90&r=PART&ty=HTML
Part,91,CONTROL OF EMISSIONS FROM MARINE SPARK,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.91&r=PART&ty=HTML
Part,94,CONTROL OF EMISSIONS FROM MARINE COMPRESSION,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.94&r=PART&ty=HTML
Subsection,87.11,  Standard for fuel venting emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.87&r=PART&ty=HTML#se40.22.87_111
Subsection,87.21,  Exhaust emission standards for Tier 4 and earlier engines,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.87&r=PART&ty=HTML#se40.22.87_121
Subsection,87.23,  Exhaust emission standards for Tier 6 and Tier 8 engines,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.87&r=PART&ty=HTML#se40.22.87_123
Subsection,87.31,  Standards for exhaust emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.87&r=PART&ty=HTML#se40.22.87_131
Subsection,87.48,  Derivative engines for emissions certification purposes,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.87&r=PART&ty=HTML#se40.22.87_148
Subsection,87.64,"  Sampling and analytical procedures for measuring gaseous 
exhaust emissions",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.87&r=PART&ty=HTML#se40.22.87_164
Subsection,89.111,"  Averaging, banking, and trading of exhaust emissions",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.89&r=PART&ty=HTML#se40.22.89_1111
Subsection,89.112,"  Oxides of nitrogen, carbon monoxide, hydrocarbon, and 
particulate matter exhaust emission standards",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.89&r=PART&ty=HTML#se40.22.89_1112
Subsection,89.113,  Smoke emission standard,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.89&r=PART&ty=HTML#se40.22.89_1113
Subsection,89.120,  Compliance with emission standards,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.89&r=PART&ty=HTML#se40.22.89_1120
Subsection,89.304,  Equipment required for gaseous emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.89&r=PART&ty=HTML#se40.22.89_1304
Subsection,89.308,  Sampling system requirements for gaseous emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.89&r=PART&ty=HTML#se40.22.89_1308
Subsection,89.309,  Analyzers required for gaseous emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.89&r=PART&ty=HTML#se40.22.89_1309
Subsection,89.417,  Data evaluation for gaseous emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.89&r=PART&ty=HTML#se40.22.89_1417
Subsection,89.418,  Raw emission sampling calculations,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.89&r=PART&ty=HTML#se40.22.89_1418
Subsection,89.424,  Dilute emission sampling calculations,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.89&r=PART&ty=HTML#se40.22.89_1424
Subsection,89.610,"  Maintenance instructions, warranties, emission labeling",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.89&r=PART&ty=HTML#se40.22.89_1610
Subsection,90.103,  Exhaust emission standards,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.90&r=PART&ty=HTML#se40.22.90_1103
Subsection,90.104,  Compliance with emission standards,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.90&r=PART&ty=HTML#se40.22.90_1104
Subsection,90.207,"  Credit calculation and manufacturer compliance with 
emission standards",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.90&r=PART&ty=HTML#se40.22.90_1207
Subsection,90.418,  Data evaluation for gaseous emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.90&r=PART&ty=HTML#se40.22.90_1418
Subsection,90.419,  Raw emission sampling calculations,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.90&r=PART&ty=HTML#se40.22.90_1419
Subsection,90.426,  Dilute emission sampling calculations,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.90&r=PART&ty=HTML#se40.22.90_1426
Subsection,90.804,  Voluntary emissions recall,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.90&r=PART&ty=HTML#se40.22.90_1804
Subsection,91.103,"  Averaging, banking, and trading of exhaust emission 
credits",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.91&r=PART&ty=HTML#se40.22.91_1103
Subsection,91.104,"  Exhaust emission standards for outboard and personal 
watercraft engines",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.91&r=PART&ty=HTML#se40.22.91_1104
Subsection,91.207,"  Credit calculation and manufacturer compliance with 
emission standards",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.91&r=PART&ty=HTML#se40.22.91_1207
Subsection,91.418,  Data evaluation for gaseous emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.91&r=PART&ty=HTML#se40.22.91_1418
Subsection,91.419,  Raw emission sampling calculations,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.91&r=PART&ty=HTML#se40.22.91_1419
Subsection,91.426,  Dilute emission sampling calculations,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.91&r=PART&ty=HTML#se40.22.91_1426
Subsection,91.806,  Voluntary emissions recall,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.91&r=PART&ty=HTML#se40.22.91_1806
Subsection,91.904,  Voluntary emission recall,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.91&r=PART&ty=HTML#se40.22.91_1904
Subsection,92.9,  Compliance with emission standards,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.92&r=PART&ty=HTML#se40.22.92_19
Subsection,92.11,"  Compliance with emission standards in extraordinary 
circumstances",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.92&r=PART&ty=HTML#se40.22.92_111
Subsection,92.404,  Voluntary emissions recall reporting,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.92&r=PART&ty=HTML#se40.22.92_1404
Subsection,92.703,  Voluntary emissions recall,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.92&r=PART&ty=HTML#se40.22.92_1703
Subsection,93.124,"  Using the motor vehicle emissions budget in the 
applicable implementation plan ",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.93&r=PART&ty=HTML#se40.22.93_1124
Subsection,93.127,  Projects exempt from regional emissions analyses,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.93&r=PART&ty=HTML#se40.22.93_1127
Subsection,93.165,"  Early emission reduction credit programs at Federal 
facilities and installation subject to Federal oversight",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.93&r=PART&ty=HTML#se40.22.93_1165
Subsection,94.8,  Exhaust emission standards,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.94&r=PART&ty=HTML#se40.22.94_18
Subsection,94.9,  Compliance with emission standards,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.94&r=PART&ty=HTML#se40.22.94_19
Subsection,94.404,  Voluntary emissions recall reporting,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.22.94&r=PART&ty=HTML#se40.22.94_1404
Subsection,96.154,  Compliance with CAIR NOX emissions limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.96&r=PART&ty=HTML#se40.23.96_1154
Subsection,96.354,  Compliance with CAIR NOX emissions limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.96&r=PART&ty=HTML#se40.23.96_1354
Subsection,97.154,  Compliance with CAIR NOX emissions limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.97&r=PART&ty=HTML#se40.23.97_1154
Subsection,97.354,  Compliance with CAIR NOX emissions limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.97&r=PART&ty=HTML#se40.23.97_1354
Subsection,97.424,  Compliance with TR NOX Annual emissions limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.97&r=PART&ty=HTML#se40.23.97_1424
Subsection,97.524,  Compliance with TR NOX Ozone Season emissions limitation,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.97&r=PART&ty=HTML#se40.23.97_1524
Subsection,98.33,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_133
Subsection,98.43,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_143
Subsection,98.53,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_153
Subsection,98.63,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_163
Subsection,98.73,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_173
Subsection,98.83,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_183
Subsection,98.93,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_193
Subsection,98.113,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1113
Subsection,98.123,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1123
Subsection,98.143,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1143
Subsection,98.153,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1153
Subsection,98.163,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1163
Subsection,98.173,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1173
Subsection,98.183,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1183
Subsection,98.193,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1193
Subsection,98.203,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1203
Subsection,98.213,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1213
Subsection,98.223,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1223
Subsection,98.233,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1233
Subsection,98.243,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1243
Subsection,98.253,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1253
Subsection,98.263,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1263
Subsection,98.273,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1273
Subsection,98.283,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1283
Subsection,98.293,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1293
Subsection,98.303,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1303
Subsection,98.313,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1313
Subsection,98.323,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1323
Subsection,98.333,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1333
Subsection,98.343,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1343
Subsection,98.353,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1353
Subsection,98.363,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1363
Subsection,98.383,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1383
Subsection,98.393,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1393
Subsection,98.403,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1403
Subsection,98.413,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1413
Subsection,98.453,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1453
Subsection,98.463,  Calculating GHG emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.23.98&r=PART&ty=HTML#se40.23.98_1463
Part,201,"NOISE EMISSION STANDARDS FOR TRANSPORTATION EQUIPMENT;
INTERSTATE RAIL CARRIERS",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.27.201&r=PART&ty=HTML
Part,203,LOW-NOISE-EMISSION PRODUCTS,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.27.203&r=PART&ty=HTML
Part,204,"NOISE EMISSION STANDARDS FOR CONSTRUCTION EQUIPMENT
",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.27.204&r=PART&ty=HTML
Part,205,TRANSPORTATION EQUIPMENT NOISE EMISSION CONTROLS,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.27.205&r=PART&ty=HTML
Subsection,204.52,  Portable air compressor noise emission standard,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.27.204&r=PART&ty=HTML#se40.27.204_152
Subsection,205.52,  Vehicle noise emission standards,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.27.205&r=PART&ty=HTML#se40.27.205_152
Subsection,205.152,  Noise emission standards,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.27.205&r=PART&ty=HTML#se40.27.205_1152
Subsection,205.166,  Noise emission standards,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.27.205&r=PART&ty=HTML#se40.27.205_1166
Subsection,266.104,  Standards to control organic emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.29.266&r=PART&ty=HTML#se40.29.266_1104
Subsection,266.106,  Standards to control metals emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.29.266&r=PART&ty=HTML#se40.29.266_1106
Subsection,267.177,  What air emission standards apply,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.29.267&r=PART&ty=HTML#se40.29.267_1177
